type,capacity,n,t_v1,t_v2,s_v1,s_v2,time_v1,time_v2
uncorr,                      1000,      500,1001,        1001,     1001,        1001,     0.017213,0.011123
almost,                      1000,      500,1001,        1001,     1001,        1001,     0.017063,0.010252
inv,                      1000,      500,1001,        1001,     998,        998,     0.018824,0.011579
str,                      1000,      500,1001,        1001,     1001,        1001,     0.014481,0.008563
weak,                      1000,      500,1001,        1001,     1001,        1001,     0.014643,0.009873
