type,capacity,n,t_v1,t_v2,s_v1,s_v2,time_v1,time_v2
uncorr,                      1000,      500,1001,        1001,     1001,        1001,     0.239893,0.143940
almost,                      1000,      500,1001,        1001,     1001,        1001,     0.229978,0.157091
inv,                      1000,      500,1001,        1001,     943,        944,     0.352276,0.168294
str,                      1000,      500,1001,        1001,     999,        1001,     0.201931,0.156096
weak,                      1000,      500,1001,        1001,     1001,        1001,     0.233384,0.125464
