typename,s_size_v1,s_size_v2,s_size_v1_1,s_size_v2_1,time_ks2_allocation,time_ks2_v2,time_ks2_v2_allocation_1,time_ks2_v2_1,time_ks2_v1_allocation,time_ks2_v1,time_ks2_v1_allocation_1,time_ks2_v1_1,time_originaluncorr,744,384,744,384,0.000012,0.002185,0.000009,0.000059,0.000016,0.002421,0.000015,0.003082,0.006124
uncorr,744,384,744,384,0.000010,0.002330,0.000009,0.000089,0.000017,0.002410,0.000016,0.002440,0.006393
uncorr,744,384,744,384,0.000010,0.002427,0.000009,0.000086,0.000016,0.002520,0.000021,0.002789,0.007830
uncorr,744,384,744,384,0.000018,0.002573,0.000009,0.000105,0.000017,0.002592,0.000017,0.002554,0.007110
uncorr,744,384,744,384,0.000010,0.002171,0.000009,0.000084,0.000017,0.002388,0.000016,0.002434,0.004968
uncorr,744,384,744,384,0.000012,0.002875,0.000012,0.000123,0.000022,0.002632,0.000016,0.002403,0.005187
uncorr,744,384,744,384,0.000009,0.002218,0.000010,0.000122,0.000019,0.002895,0.000025,0.002642,0.005845
uncorr,744,384,744,384,0.000010,0.002356,0.000011,0.000141,0.000022,0.002655,0.000016,0.002718,0.005006
uncorr,744,384,744,384,0.000011,0.002489,0.000013,0.000415,0.000023,0.002576,0.000021,0.003013,0.005922
uncorr,744,384,744,384,0.000013,0.002391,0.000011,0.000157,0.000021,0.002815,0.000017,0.002444,0.004962
uncorr,744,384,744,384,0.000009,0.002656,0.000011,0.000177,0.000021,0.002789,0.000022,0.002764,0.006966
uncorr,744,384,744,384,0.000012,0.002562,0.000009,0.000107,0.000017,0.004659,0.000020,0.002779,0.008900
uncorr,744,384,744,384,0.000012,0.003870,0.000180,0.000603,0.000023,0.002860,0.000020,0.002861,0.008588
uncorr,744,384,744,384,0.000010,0.002614,0.000009,0.000090,0.000016,0.003161,0.000025,0.002804,0.006925
uncorr,744,384,744,384,0.000017,0.002804,0.000011,0.000111,0.000029,0.003187,0.000016,0.002781,0.006696
uncorr,744,384,744,384,0.000016,0.002572,0.000013,0.000101,0.000023,0.003136,0.000024,0.003105,0.006396
uncorr,744,384,744,384,0.000013,0.002352,0.000025,0.000112,0.000020,0.002808,0.000032,0.002591,0.007778
uncorr,744,384,744,384,0.000015,0.002819,0.000013,0.000135,0.000023,0.002687,0.000020,0.002685,0.006970
uncorr,744,384,744,384,0.000016,0.002835,0.000014,0.000115,0.000022,0.002784,0.000021,0.002718,0.005362
uncorr,744,384,744,384,0.000010,0.002190,0.000008,0.000093,0.000022,0.002486,0.000016,0.002459,0.005320
uncorr,744,384,744,384,0.000011,0.002164,0.000008,0.000106,0.000017,0.002399,0.000015,0.002406,0.005165
uncorr,744,384,744,384,0.000011,0.002149,0.000008,0.000101,0.000016,0.002432,0.000016,0.002448,0.004663
uncorr,744,384,744,384,0.000010,0.002140,0.000008,0.000111,0.000016,0.002389,0.000015,0.002409,0.004864
uncorr,744,384,744,384,0.000010,0.002143,0.000009,0.000083,0.000016,0.002399,0.000016,0.002415,0.006512
uncorr,744,384,744,384,0.000010,0.002161,0.000008,0.000109,0.000017,0.002435,0.000015,0.002469,0.005268
uncorr,744,384,744,384,0.000010,0.002161,0.000008,0.000099,0.000016,0.002405,0.000015,0.002525,0.007168
uncorr,744,384,744,384,0.000011,0.002522,0.000012,0.000118,0.000024,0.003025,0.000021,0.002804,0.006588
uncorr,744,384,744,384,0.000035,0.002436,0.000012,0.000160,0.000019,0.002931,0.000026,0.002802,0.007803
uncorr,744,384,744,384,0.000011,0.002584,0.000009,0.000159,0.000020,0.002897,0.000016,0.002434,0.005911
uncorr,744,384,744,384,0.000010,0.002328,0.000010,0.000105,0.000018,0.002717,0.000017,0.002711,0.005765
uncorr,744,384,744,384,0.000012,0.002465,0.000011,0.000115,0.000022,0.002752,0.000017,0.002695,0.005263
uncorr,744,384,744,384,0.000010,0.002330,0.000009,0.000109,0.000018,0.002646,0.000025,0.002663,0.005783
uncorr,744,384,744,384,0.000009,0.002188,0.000008,0.000108,0.000016,0.002434,0.000015,0.002397,0.005337
uncorr,744,384,744,384,0.000014,0.002299,0.000009,0.000086,0.000016,0.002603,0.000018,0.002835,0.007940
uncorr,744,384,744,384,0.000015,0.002738,0.000012,0.000132,0.000024,0.002850,0.000020,0.014088,0.010953
