type,capacity,t_v1,t_v2,s_v1,s_v2,time_v1,time_v2
uncorr,1000,1001,1001,993,996,0.618054,0.405802
almost,1000,1001,1001,993,996,0.590672,0.371827
inv,1000,1001,1001,847,854,0.735951,0.462996
str,1000,1001,1001,992,996,0.626107,0.400220
weak,1000,1001,1001,993,996,0.610782,0.374691
