type,capacity,t_v1,t_v2,s_v1,s_v2,time_v1,time_v2
uncorr,1000,1001,1001,994,997,0.867838,0.496432
almost,1000,1001,1001,994,997,0.773070,0.474872
inv,1000,1001,1001,858,860,0.916503,0.567889
str,1000,1001,1001,996,996,0.756906,0.493561
weak,1000,1001,1001,994,997,0.746031,0.461002
