type,capacity,t_v1,t_v2,s_v1,s_v2,time_v1,time_v2
uncorr,1000,1001,1001,996,997,0.901354,0.563889
almost,1000,1001,1001,996,997,0.879104,0.548872
inv,1000,1001,1001,861,862,1.075510,0.660665
str,1000,1001,1001,996,996,0.908340,0.558614
weak,1000,1001,1001,996,997,0.884808,0.548261
