type,capacity,t_v1,t_v2,s_v1,s_v2,time_v1,time_v2
uncorr,1000,1001,1001,986,991,0.255043,0.149135
almost,1000,1001,1001,986,991,0.249868,0.191057
inv,1000,1001,1001,826,830,0.417870,0.188321
str,1000,1001,1001,990,995,0.253179,0.158260
weak,1000,1001,1001,986,991,0.241177,0.147557
