type,capacity,t_v1,t_v2,s_v1,s_v2,time_v1,time_v2
uncorr,1000,1001,1001,994,997,0.844839,0.536078
almost,1000,1001,1001,994,997,0.819555,0.501421
inv,1000,1001,1001,860,861,0.978623,0.627181
str,1000,1001,1001,996,996,0.815910,0.579402
weak,1000,1001,1001,994,997,0.818555,0.502316
