type,capacity,t_v1,t_v2,s_v1,s_v2,time_v1,time_v2
uncorr,1000,1001,1001,992,996,0.427246,0.264646
almost,1000,1001,1001,992,996,0.551901,0.260716
inv,1000,1001,1001,838,844,0.514951,0.324163
str,1000,1001,1001,990,996,0.434908,0.273866
weak,1000,1001,1001,992,996,0.419531,0.260322
