type,capacity,t_v1,t_v2,s_v1,s_v2,time_v1,time_v2
uncorr,1000,1001,1001,992,996,0.475664,0.295805
almost,1000,1001,1001,992,996,0.482379,0.290936
inv,1000,1001,1001,840,846,0.571700,0.362112
str,1000,1001,1001,990,996,0.477264,0.328266
weak,1000,1001,1001,992,996,0.456417,0.287803
