type,capacity,t_v1,t_v2,s_v1,s_v2,time_v1,time_v2
uncorr,1000,1001,1001,529,579,0.001646,0.001298
almost,1000,1001,1001,529,579,0.001478,0.000920
inv,1000,1001,1001,230,229,0.001665,0.001225
str,1000,1001,1001,482,527,0.001349,0.000964
weak,1000,1001,1001,529,579,0.001380,0.001017
