type,capacity,t_v1,t_v2,s_v1,s_v2,time_v1,time_v2
uncorr,1000,1001,1001,985,991,0.196898,0.116431
almost,1000,1001,1001,985,991,0.193306,0.117372
inv,1000,1001,1001,822,828,0.298609,0.160105
str,1000,1001,1001,989,995,0.202200,0.123832
weak,1000,1001,1001,985,991,0.186083,0.114947
