type,capacity,t_v1,t_v2,s_v1,s_v2,time_v1,time_v2
uncorr,1000,1001,1001,997,997,1.053484,0.719241
almost,1000,1001,1001,997,997,1.069411,0.626248
inv,1000,1001,1001,864,864,1.192042,0.761786
str,1000,1001,1001,996,996,0.987387,0.622403
weak,1000,1001,1001,997,997,0.990431,0.616282
