type,capacity,t_v1,t_v2,s_v1,s_v2,time_v1,time_v2
uncorr,1000,1001,1001,970,982,0.076091,0.037955
almost,1000,1001,1001,970,982,0.116289,0.073517
inv,1000,1001,1001,784,792,0.068426,0.042115
str,1000,1001,1001,973,989,0.051656,0.032497
weak,1000,1001,1001,970,982,0.056382,0.033934
