type,capacity,t_v1,t_v2,s_v1,s_v2,time_v1,time_v2
uncorr,1000,1001,1001,998,999,1.414863,0.873483
almost,1000,1001,1001,998,999,1.319383,0.835525
inv,1000,1001,1001,868,872,1.613099,1.023363
str,1000,1001,1001,997,1000,1.309272,0.838239
weak,1000,1001,1001,998,999,1.309420,0.824085
