type,capacity,t_v1,t_v2,s_v1,s_v2,time_v1,time_v2
uncorr,1000,1001,1001,993,996,0.669638,0.416769
almost,1000,1001,1001,993,996,0.647906,0.409884
inv,1000,1001,1001,854,856,0.819482,0.495622
str,1000,1001,1001,994,996,0.652401,0.407771
weak,1000,1001,1001,993,996,0.645484,0.401960
