type,capacity,t_v1,t_v2,s_v1,s_v2,time_v1,time_v2
uncorr,1000,1001,1001,997,997,1.133017,0.731236
almost,1000,1001,1001,997,997,1.039124,0.651079
inv,1000,1001,1001,864,866,1.248138,0.791412
str,1000,1001,1001,997,1000,1.033240,0.642961
weak,1000,1001,1001,997,997,1.030392,0.649253
