type,capacity,t_v1,t_v2,s_v1,s_v2,time_v1,time_v2
uncorr,1000,1001,1001,974,985,0.156957,0.055438
almost,1000,1001,1001,974,985,0.086123,0.054317
inv,1000,1001,1001,806,814,0.108179,0.075600
str,1000,1001,1001,984,990,0.087957,0.055073
weak,1000,1001,1001,974,985,0.090619,0.054687
