type,capacity,t_v1,t_v2,s_v1,s_v2,time_v1,time_v2
uncorr,1000,1001,1001,993,996,0.549399,0.331682
almost,1000,1001,1001,993,996,0.539046,0.333219
inv,1000,1001,1001,845,850,0.663021,0.421883
str,1000,1001,1001,992,996,0.544208,0.346075
weak,1000,1001,1001,993,996,0.555071,0.323111
