type,capacity,t_v1,t_v2,s_v1,s_v2,time_v1,time_v2
uncorr,1000,1001,1001,983,988,0.171777,0.102185
almost,1000,1001,1001,983,988,0.161605,0.114457
inv,1000,1001,1001,820,825,0.226834,0.162842
str,1000,1001,1001,987,990,0.175299,0.105110
weak,1000,1001,1001,983,988,0.160854,0.097760
