type,capacity,t_v1,t_v2,s_v1,s_v2,time_v1,time_v2
uncorr,1000,1001,1001,993,996,0.560064,0.362328
almost,1000,1001,1001,993,996,0.569935,0.366999
inv,1000,1001,1001,846,850,0.681715,0.424185
str,1000,1001,1001,992,996,0.563242,0.358033
weak,1000,1001,1001,993,996,0.565722,0.332345
