type,capacity,t_v1,t_v2,s_v1,s_v2,time_v1,time_v2
uncorr,1000,1001,1001,954,980,0.029893,0.018272
almost,1000,1001,1001,954,980,0.027902,0.018691
inv,1000,1001,1001,766,789,0.039599,0.022322
str,1000,1001,1001,965,989,0.036019,0.024884
weak,1000,1001,1001,954,980,0.029867,0.018592
