type,capacity,t_v1,t_v2,s_v1,s_v2,time_v1,time_v2
uncorr,1000,1001,1001,970,980,0.049595,0.030612
almost,1000,1001,1001,970,980,0.046318,0.031638
inv,1000,1001,1001,783,792,0.055649,0.036130
str,1000,1001,1001,973,989,0.046585,0.031145
weak,1000,1001,1001,970,980,0.046260,0.028399
