type,capacity,t_v1,t_v2,s_v1,s_v2,time_v1,time_v2
uncorr,1000,1001,1001,993,996,0.650608,0.459583
almost,1000,1001,1001,993,996,0.647121,0.401390
inv,1000,1001,1001,853,855,0.769310,0.522324
str,1000,1001,1001,993,996,0.645115,0.397895
weak,1000,1001,1001,993,996,0.639293,0.397450
