type,capacity,t_v1,t_v2,s_v1,s_v2,time_v1,time_v2
uncorr,1000,1001,1001,997,997,1.324148,0.870860
almost,1000,1001,1001,997,997,1.239588,0.777034
inv,1000,1001,1001,866,869,1.479811,0.952803
str,1000,1001,1001,997,1000,1.222967,0.778420
weak,1000,1001,1001,997,997,1.230095,0.770332
