type,capacity,t_v1,t_v2,s_v1,s_v2,time_v1,time_v2
uncorr,1000,1001,1001,844,908,0.006598,0.003361
almost,1000,1001,1001,844,908,0.005596,0.004224
inv,1000,1001,1001,546,568,0.006957,0.004783
str,1000,1001,1001,839,877,0.005937,0.003751
weak,1000,1001,1001,844,908,0.005760,0.003472
