type,capacity,n,t_v1,t_v2,s_v1,s_v2,time_v1,time_v2
uncorr,                      1000,      500,1001,        1001,     1001,        1001,     0.109339,0.070816
almost,                      1000,      500,1001,        1001,     1001,        1001,     0.097536,0.058740
inv,                      1000,      500,1001,        1001,     974,        975,     0.128914,0.069871
str,                      1000,      500,1001,        1001,     1001,        1001,     0.094688,0.059909
weak,                      1000,      500,1001,        1001,     1001,        1001,     0.133368,0.072182
