type,capacity,n,t_v1,t_v2,s_v1,s_v2,time_v1,time_v2
uncorr,                      1000,      500,1001,        1001,     1000,        1001,     0.149005,0.085087
almost,                      1000,      500,1001,        1001,     1000,        1001,     0.178894,0.107878
inv,                      1000,      500,1001,        1001,     965,        966,     0.203843,0.138166
str,                      1000,      500,1001,        1001,     1000,        1001,     0.235240,0.119682
weak,                      1000,      500,1001,        1001,     1000,        1001,     0.143245,0.090532
