type,capacity,n,t_v1,t_v2,s_v1,s_v2,time_v1,time_v2
uncorr,                      1000,      500,1001,        1001,     1001,        1001,     0.119764,0.091487
almost,                      1000,      500,1001,        1001,     1001,        1001,     0.122956,0.081956
inv,                      1000,      500,1001,        1001,     972,        972,     0.155333,0.091827
str,                      1000,      500,1001,        1001,     1001,        1001,     0.164196,0.070662
weak,                      1000,      500,1001,        1001,     1001,        1001,     0.127580,0.078770
