type,capacity,n,t_v1,t_v2,s_v1,s_v2,time_v1,time_v2
uncorr,                      1000,      500,1001,        1001,     999,        1001,     0.352705,0.222760
almost,                      1000,      500,1001,        1001,     999,        1001,     0.369005,0.192668
inv,                      1000,      500,1001,        1001,     901,        902,     0.424986,0.304919
str,                      1000,      500,1001,        1001,     1000,        1001,     0.363548,0.220019
weak,                      1000,      500,1001,        1001,     999,        1001,     0.395945,0.198611
