type,capacity,n,t_v1,t_v2,s_v1,s_v2,time_v1,time_v2
uncorr,                      1000,      500,1001,        1001,     998,        998,     0.300777,0.199947
almost,                      1000,      500,1001,        1001,     998,        998,     0.357966,0.197766
inv,                      1000,      500,1001,        1001,     921,        921,     0.349428,0.206394
str,                      1000,      500,1001,        1001,     1001,        1001,     0.271156,0.163392
weak,                      1000,      500,1001,        1001,     998,        998,     0.333024,0.177167
