type,capacity,n,t_v1,t_v2,s_v1,s_v2,time_v1,time_v2
uncorr,                      1000,      500,1001,        1001,     999,        999,     0.279886,0.182756
almost,                      1000,      500,1001,        1001,     999,        999,     0.301606,0.190434
inv,                      1000,      500,1001,        1001,     929,        930,     0.318288,0.187492
str,                      1000,      500,1001,        1001,     1000,        1001,     0.240094,0.148773
weak,                      1000,      500,1001,        1001,     999,        999,     0.244872,0.153542
