type,capacity,n,t_v1,t_v2,s_v1,s_v2,time_v1,time_v2
uncorr,                      1000,      500,1001,        1001,     1001,        1001,     0.208490,0.112612
almost,                      1000,      500,1001,        1001,     1001,        1001,     0.165084,0.095025
inv,                      1000,      500,1001,        1001,     967,        967,     0.260218,0.142032
str,                      1000,      500,1001,        1001,     1001,        1001,     0.165706,0.098506
weak,                      1000,      500,1001,        1001,     1001,        1001,     0.170965,0.098357
