type,capacity,n,t_v1,t_v2,s_v1,s_v2,time_v1,time_v2
uncorr,                      1000,      500,1001,        1001,     1001,        1001,     0.329504,0.195719
almost,                      1000,      500,1001,        1001,     1001,        1001,     0.270261,0.173132
inv,                      1000,      500,1001,        1001,     934,        935,     0.376416,0.206511
str,                      1000,      500,1001,        1001,     1001,        1001,     0.358431,0.196123
weak,                      1000,      500,1001,        1001,     1001,        1001,     0.278839,0.208558
