type,capacity,n,t_v1,t_v2,s_v1,s_v2,time_v1,time_v2
uncorr,                      1000,      500,1001,        1001,     999,        1001,     0.395291,0.260701
almost,                      1000,      500,1001,        1001,     999,        1001,     0.410848,0.208608
inv,                      1000,      500,1001,        1001,     887,        887,     0.398301,0.246908
str,                      1000,      500,1001,        1001,     998,        998,     0.322657,0.199640
weak,                      1000,      500,1001,        1001,     999,        1001,     0.333750,0.229350
