type,capacity,n,t_v1,t_v2,s_v1,s_v2,time_v1,time_v2
uncorr,                      1000,      500,1001,        1001,     996,        998,     0.372994,0.206068
almost,                      1000,      500,1001,        1001,     996,        998,     0.323706,0.206714
inv,                      1000,      500,1001,        1001,     906,        907,     0.409115,0.239733
str,                      1000,      500,1001,        1001,     997,        1000,     0.290395,0.182675
weak,                      1000,      500,1001,        1001,     996,        998,     0.278071,0.172773
