type,capacity,n,t_v1,t_v2,s_v1,s_v2,time_v1,time_v2
uncorr,                      1000,      500,1001,        1001,     1001,        1001,     0.069345,0.033812
almost,                      1000,      500,1001,        1001,     1001,        1001,     0.060105,0.026555
inv,                      1000,      500,1001,        1001,     992,        992,     0.076859,0.029713
str,                      1000,      500,1001,        1001,     1001,        1001,     0.039509,0.024457
weak,                      1000,      500,1001,        1001,     1001,        1001,     0.040724,0.025316
