type,capacity,n,t_v1,t_v2,s_v1,s_v2,time_v1,time_v2
uncorr,                      1000,      500,1001,        1001,     1001,        1001,     0.103723,0.043400
almost,                      1000,      500,1001,        1001,     1001,        1001,     0.082641,0.042580
inv,                      1000,      500,1001,        1001,     985,        985,     0.090270,0.077492
str,                      1000,      500,1001,        1001,     1001,        1001,     0.075095,0.043413
weak,                      1000,      500,1001,        1001,     1001,        1001,     0.081360,0.064126
