type,capacity,n,t_v1,t_v2,s_v1,s_v2,time_v1,time_v2
uncorr,                      1000,      500,1001,        1001,     998,        1001,     0.404245,0.295455
almost,                      1000,      500,1001,        1001,     998,        1001,     0.392076,0.224734
inv,                      1000,      500,1001,        1001,     886,        891,     0.533536,0.312127
str,                      1000,      500,1001,        1001,     996,        1001,     0.406735,0.256195
weak,                      1000,      500,1001,        1001,     998,        1001,     0.442755,0.246163
