type,capacity,n,t_v1,t_v2,s_v1,s_v2,time_v1,time_v2
uncorr,                      1000,      500,1001,        1001,     998,        1001,     0.538610,0.309809
almost,                      1000,      500,1001,        1001,     998,        1001,     0.519000,0.331748
inv,                      1000,      500,1001,        1001,     842,        844,     0.707432,0.480033
str,                      1000,      500,1001,        1001,     999,        1001,     0.588526,0.299580
weak,                      1000,      500,1001,        1001,     998,        1001,     0.456411,0.288115
