type,capacity,n,t_v1,t_v2,s_v1,s_v2,time_v1,time_v2
uncorr,                      1000,      500,1001,        1001,     991,        994,     0.462867,0.265096
almost,                      1000,      500,1001,        1001,     991,        994,     0.496751,0.261706
inv,                      1000,      500,1001,        1001,     854,        856,     0.503443,0.312829
str,                      1000,      500,1001,        1001,     991,        994,     0.424659,0.249950
weak,                      1000,      500,1001,        1001,     991,        994,     0.404168,0.255585
