type,capacity,n,t_v1,t_v2,s_v1,s_v2,time_v1,time_v2
uncorr,                      1000,      500,1001,        1001,     1000,        1001,     0.432678,0.307079
almost,                      1000,      500,1001,        1001,     1000,        1001,     0.496061,0.242810
inv,                      1000,      500,1001,        1001,     849,        853,     0.564103,0.381388
str,                      1000,      500,1001,        1001,     999,        1001,     0.429193,0.256896
weak,                      1000,      500,1001,        1001,     1000,        1001,     0.408872,0.249368
