type,capacity,n,t_v1,t_v2,s_v1,s_v2,time_v1,time_v2
uncorr,                      1000,      500,1001,        1001,     1001,        1001,     0.132582,0.083094
almost,                      1000,      500,1001,        1001,     1001,        1001,     0.122235,0.080803
inv,                      1000,      500,1001,        1001,     966,        966,     0.139859,0.092811
str,                      1000,      500,1001,        1001,     1001,        1001,     0.139651,0.077428
weak,                      1000,      500,1001,        1001,     1001,        1001,     0.128091,0.072718
