type,capacity,n,t_v1,t_v2,s_v1,s_v2,time_v1,time_v2
uncorr,                      1000,      500,1001,        1001,     1001,        1001,     0.044450,0.026126
almost,                      1000,      500,1001,        1001,     1001,        1001,     0.037315,0.019726
inv,                      1000,      500,1001,        1001,     994,        994,     0.044670,0.023748
str,                      1000,      500,1001,        1001,     1001,        1001,     0.031650,0.019370
weak,                      1000,      500,1001,        1001,     1001,        1001,     0.031311,0.019197
