type,capacity,n,t_v1,t_v2,s_v1,s_v2,time_v1,time_v2
uncorr,                      1000,      500,1001,        1001,     1001,        1001,     0.198416,0.116697
almost,                      1000,      500,1001,        1001,     1001,        1001,     0.188926,0.111616
inv,                      1000,      500,1001,        1001,     949,        950,     0.243429,0.160473
str,                      1000,      500,1001,        1001,     1001,        1001,     0.178503,0.141199
weak,                      1000,      500,1001,        1001,     1001,        1001,     0.183000,0.104548
