type,capacity,n,t_v1,t_v2,s_v1,s_v2,time_v1,time_v2
uncorr,                      1000,      500,1001,        1001,     995,        997,     0.449448,0.215031
almost,                      1000,      500,1001,        1001,     995,        997,     0.407440,0.231423
inv,                      1000,      500,1001,        1001,     888,        891,     0.446149,0.306431
str,                      1000,      500,1001,        1001,     999,        1001,     0.405602,0.219231
weak,                      1000,      500,1001,        1001,     995,        997,     0.394079,0.225775
