type,capacity,n,t_v1,t_v2,s_v1,s_v2,time_v1,time_v2
uncorr,                      1000,      500,1001,        1001,     1000,        1001,     0.154438,0.088080
almost,                      1000,      500,1001,        1001,     1000,        1001,     0.168086,0.115944
inv,                      1000,      500,1001,        1001,     960,        961,     0.213133,0.128838
str,                      1000,      500,1001,        1001,     1001,        1001,     0.196842,0.094663
weak,                      1000,      500,1001,        1001,     1000,        1001,     0.157828,0.098628
