type,capacity,n,t_v1,t_v2,s_v1,s_v2,time_v1,time_v2
uncorr,                      1000,      500,1001,        1001,     1001,        1001,     0.266945,0.153169
almost,                      1000,      500,1001,        1001,     1001,        1001,     0.235227,0.164297
inv,                      1000,      500,1001,        1001,     932,        934,     0.317703,0.177075
str,                      1000,      500,1001,        1001,     1001,        1001,     0.277624,0.151513
weak,                      1000,      500,1001,        1001,     1001,        1001,     0.255449,0.168525
