type,capacity,n,t_v1,t_v2,s_v1,s_v2,time_v1,time_v2
uncorr,                      1000,      500,1001,        1001,     994,        999,     0.433105,0.238628
almost,                      1000,      500,1001,        1001,     994,        999,     0.532436,0.248942
inv,                      1000,      500,1001,        1001,     856,        859,     0.480289,0.316459
str,                      1000,      500,1001,        1001,     991,        996,     0.394670,0.268277
weak,                      1000,      500,1001,        1001,     994,        999,     0.425348,0.279157
