type,capacity,n,t_v1,t_v2,s_v1,s_v2,time_v1,time_v2
uncorr,                      1000,      500,1001,        1001,     1001,        1001,     0.098244,0.066089
almost,                      1000,      500,1001,        1001,     1001,        1001,     0.082333,0.050458
inv,                      1000,      500,1001,        1001,     980,        980,     0.113971,0.071140
str,                      1000,      500,1001,        1001,     1001,        1001,     0.087965,0.054975
weak,                      1000,      500,1001,        1001,     1001,        1001,     0.111682,0.069421
