type,capacity,n,t_v1,t_v2,s_v1,s_v2,time_v1,time_v2
uncorr,                      1000,      500,1001,        1001,     1001,        1001,     0.029041,0.017321
almost,                      1000,      500,1001,        1001,     1001,        1001,     0.027017,0.014031
inv,                      1000,      500,1001,        1001,     996,        996,     0.026901,0.023092
str,                      1000,      500,1001,        1001,     1001,        1001,     0.034340,0.013607
weak,                      1000,      500,1001,        1001,     1001,        1001,     0.022071,0.013625
