type,capacity,n,t_v1,t_v2,s_v1,s_v2,time_v1,time_v2
uncorr,                      1000,      500,1001,        1001,     1001,        1001,     0.273962,0.172354
almost,                      1000,      500,1001,        1001,     1001,        1001,     0.261695,0.199140
inv,                      1000,      500,1001,        1001,     921,        923,     0.360688,0.228820
str,                      1000,      500,1001,        1001,     1000,        1001,     0.284886,0.162186
weak,                      1000,      500,1001,        1001,     1001,        1001,     0.254377,0.161883
