type,capacity,n,t_v1,t_v2,s_v1,s_v2,time_v1,time_v2
uncorr,                      1000,      500,1001,        1001,     1001,        1001,     0.057883,0.031263
almost,                      1000,      500,1001,        1001,     1001,        1001,     0.055090,0.031601
inv,                      1000,      500,1001,        1001,     990,        990,     0.057923,0.036482
str,                      1000,      500,1001,        1001,     1001,        1001,     0.048064,0.029987
weak,                      1000,      500,1001,        1001,     1001,        1001,     0.061231,0.042275
