type,capacity,n,t_v1,t_v2,s_v1,s_v2,time_v1,time_v2
uncorr,                      1000,      500,1001,        1001,     991,        995,     0.445424,0.225756
almost,                      1000,      500,1001,        1001,     991,        995,     0.415521,0.200436
inv,                      1000,      500,1001,        1001,     896,        900,     0.374467,0.232363
str,                      1000,      500,1001,        1001,     997,        1001,     0.307035,0.191951
weak,                      1000,      500,1001,        1001,     991,        995,     0.314064,0.191361
