type,capacity,n,t_v1,t_v2,s_v1,s_v2,time_v1,time_v2
uncorr,                      1000,      500,1001,        1001,     997,        1001,     0.313825,0.239752
almost,                      1000,      500,1001,        1001,     997,        1001,     0.350833,0.227155
inv,                      1000,      500,1001,        1001,     908,        909,     0.427601,0.222268
str,                      1000,      500,1001,        1001,     1001,        1001,     0.292730,0.183182
weak,                      1000,      500,1001,        1001,     997,        1001,     0.288001,0.174322
