type,capacity,n,t_v1,t_v2,s_v1,s_v2,time_v1,time_v2
uncorr,                      1000,      500,1001,        1001,     1001,        1001,     0.090121,0.048670
almost,                      1000,      500,1001,        1001,     1001,        1001,     0.072002,0.037477
inv,                      1000,      500,1001,        1001,     988,        988,     0.072409,0.054957
str,                      1000,      500,1001,        1001,     1001,        1001,     0.063532,0.037295
weak,                      1000,      500,1001,        1001,     1001,        1001,     0.065035,0.033896
