type,capacity,n,t_v1,t_v2,s_v1,s_v2,time_v1,time_v2
uncorr,                      1000,      500,1001,        1001,     995,        998,     0.479578,0.282866
almost,                      1000,      500,1001,        1001,     995,        998,     0.539721,0.282875
inv,                      1000,      500,1001,        1001,     833,        836,     0.581585,0.353459
str,                      1000,      500,1001,        1001,     996,        999,     0.486898,0.287557
weak,                      1000,      500,1001,        1001,     995,        998,     0.563330,0.279943
