type,capacity,t_v1,t_v2,s_v1,s_v2,time_v1,time_v2
uncorr,1000,1001,1001,997,997,1.285316,0.788301
almost,1000,1001,1001,997,997,1.152953,0.740991
inv,1000,1001,1001,864,867,1.445397,0.900779
str,1000,1001,1001,997,1000,1.150648,0.719899
weak,1000,1001,1001,997,997,1.152973,0.726413
