type,capacity,t_v1,t_v2,s_v1,s_v2,time_v1,time_v2
uncorr,1000,1001,1001,988,992,0.393708,0.261441
almost,1000,1001,1001,988,992,0.390986,0.239003
inv,1000,1001,1001,837,839,0.469726,0.292784
str,1000,1001,1001,990,995,0.389540,0.244348
weak,1000,1001,1001,988,992,0.379260,0.238634
