type,capacity,t_v1,t_v2,s_v1,s_v2,time_v1,time_v2
uncorr,1000,1001,1001,997,997,1.267790,0.747301
almost,1000,1001,1001,997,997,1.102451,0.695365
inv,1000,1001,1001,864,866,1.331723,0.854947
str,1000,1001,1001,997,1000,1.098465,0.689348
weak,1000,1001,1001,997,997,1.099825,0.690376
