type,capacity,t_v1,t_v2,s_v1,s_v2,time_v1,time_v2
uncorr,1000,1001,1001,986,991,0.278173,0.164108
almost,1000,1001,1001,986,991,0.272430,0.176100
inv,1000,1001,1001,827,831,0.353675,0.209814
str,1000,1001,1001,990,995,0.275905,0.172945
weak,1000,1001,1001,986,991,0.261746,0.161981
