type,capacity,t_v1,t_v2,s_v1,s_v2,time_v1,time_v2
uncorr,1000,1001,1001,997,997,1.251867,0.801255
almost,1000,1001,1001,997,997,1.168698,0.709509
inv,1000,1001,1001,864,866,1.357054,0.865492
str,1000,1001,1001,997,1000,1.121548,0.702963
weak,1000,1001,1001,997,997,1.146779,0.719095
