type,capacity,t_v1,t_v2,s_v1,s_v2,time_v1,time_v2
uncorr,1000,1001,1001,973,982,0.085089,0.051769
almost,1000,1001,1001,973,982,0.096463,0.050665
inv,1000,1001,1001,806,814,0.096341,0.065246
str,1000,1001,1001,981,990,0.091457,0.050551
weak,1000,1001,1001,973,982,0.080555,0.049990
