type,capacity,t_v1,t_v2,s_v1,s_v2,time_v1,time_v2
uncorr,1000,1001,1001,997,997,1.288577,0.815872
almost,1000,1001,1001,997,997,1.219184,0.768687
inv,1000,1001,1001,865,868,1.505071,0.949505
str,1000,1001,1001,997,1000,1.244321,0.747275
weak,1000,1001,1001,997,997,1.219810,0.771248
